region_id,region_name,country,color
3959,Sanaos (Western Phrygia),Antigonid Kingdom,#CA8A04
3960,Hieropolis (Western Phrygia),Antigonid Kingdom,#CA8A04
3961,Kolossai (Western Phrygia),Antigonid Kingdom,#CA8A04
208,Corinth (Corinthia),Antipatrid Kingdom,#303096
224,Thasos (Macedonia),Antipatrid Kingdom,#303096
352,Oichalia Aitolias (Aetolia),Antipatrid Kingdom,#303096
1114,Skyros (Euboea),Antipatrid Kingdom,#303096
1115,Peparethos (Thessaly),Antipatrid Kingdom,#303096
2994,Mount Othrys (Thessaly),Antipatrid Kingdom,#303096
2996,Lamia (Boeotia),Antipatrid Kingdom,#303096
2999,Herakleia Trachinias (Boeotia),Antipatrid Kingdom,#303096
3001,Nikaia Lokre (Boeotia),Antipatrid Kingdom,#303096
3015,Hypate (Aetolia),Antipatrid Kingdom,#303096
3026,Mount Olympus (Thessaly),Antipatrid Kingdom,#303096
3027,Mount Ossa (Thessaly),Antipatrid Kingdom,#303096
3028,Pierian Mountains (Macedonia),Antipatrid Kingdom,#303096
3029,Baba Mountains (Macedonia),Antipatrid Kingdom,#303096
3030,Vermio Mountains (Macedonia),Antipatrid Kingdom,#303096
3031,Voras Mountains (Macedonia),Antipatrid Kingdom,#303096
3033,Thaumakoi (Thessaly),Antipatrid Kingdom,#303096
3034,Halos (Thessaly),Antipatrid Kingdom,#303096
3035,Pagasai (Thessaly),Antipatrid Kingdom,#303096
3036,Meliboia (Thessaly),Antipatrid Kingdom,#303096
3037,Oloosson (Thessaly),Antipatrid Kingdom,#303096
3038,Pherai (Thessaly),Antipatrid Kingdom,#303096
3039,Pharsalos (Thessaly),Antipatrid Kingdom,#303096
3040,Tricca (Thessaly),Antipatrid Kingdom,#303096
3041,Oichalia (Thessaly),Antipatrid Kingdom,#303096
3042,Larissa (Thessaly),Antipatrid Kingdom,#303096
3043,Gonnoi (Thessaly),Antipatrid Kingdom,#303096
3044,Dion (Macedonia),Antipatrid Kingdom,#303096
3045,Pydna (Macedonia),Antipatrid Kingdom,#303096
3046,Methone (Macedonia),Antipatrid Kingdom,#303096
3047,Beroia (Macedonia),Antipatrid Kingdom,#303096
3048,Europos Almopias (Macedonia),Antipatrid Kingdom,#303096
3049,Edessa (Macedonia),Antipatrid Kingdom,#303096
3050,Pella (Macedonia),Antipatrid Kingdom,#303096
3051,Gortynia (Macedonia),Antipatrid Kingdom,#303096
3052,Thessalonike (Macedonia),Antipatrid Kingdom,#303096
3053,Tauriana (Macedonia),Antipatrid Kingdom,#303096
3054,Asseros (Macedonia),Antipatrid Kingdom,#303096
3055,Berge (Macedonia),Antipatrid Kingdom,#303096
3056,Lychnidos (Macedonia),Antipatrid Kingdom,#303096
3057,Beue (Macedonia),Antipatrid Kingdom,#303096
3058,Keletron (Macedonia),Antipatrid Kingdom,#303096
3059,Eratyra (Macedonia),Antipatrid Kingdom,#303096
3060,Elimeia (Macedonia),Antipatrid Kingdom,#303096
3061,Arnisa (Macedonia),Antipatrid Kingdom,#303096
3062,Herakleia Lynkestis (Macedonia),Antipatrid Kingdom,#303096
3064,Stymbara (Macedonia),Antipatrid Kingdom,#303096
3065,Pelagonia (Macedonia),Antipatrid Kingdom,#303096
3066,Cassandreia (Macedonia),Antipatrid Kingdom,#303096
3067,Torone (Macedonia),Antipatrid Kingdom,#303096
3068,Akanthos (Macedonia),Antipatrid Kingdom,#303096
3069,Kalindoia (Macedonia),Antipatrid Kingdom,#303096
3070,Tragilos (Macedonia),Antipatrid Kingdom,#303096
3071,Menoikion Oros (Macedonia),Antipatrid Kingdom,#303096
3072,Serrhai (Macedonia),Antipatrid Kingdom,#303096
3073,Amphipolis (Macedonia),Antipatrid Kingdom,#303096
3074,Neapolis Thrake (Macedonia),Antipatrid Kingdom,#303096
3075,Philippoi (Macedonia),Antipatrid Kingdom,#303096
3076,Keirpara (Macedonia),Antipatrid Kingdom,#303096
3078,Herakleia Sintike (Macedonia),Antipatrid Kingdom,#303096
3079,Doberos (Macedonia),Antipatrid Kingdom,#303096
3080,East Pindus Mountains (Thessaly),Antipatrid Kingdom,#303096
661,Anuradhapura,Anuradhapura,#f9ccf5
1292,Gaya,Anya,#86EFAC
1629,Iskra,Aorsi,#D5D6C2
1630,Kurmangazy,Aorsi,#D5D6C2
1631,Bogdo,Aorsi,#D5D6C2
1632,Kamyzyak,Aorsi,#D5D6C2
1633,Sadovoye,Aorsi,#D5D6C2
1634,Lagan,Aorsi,#D5D6C2
1558,Kentau,Apasiacae,#79d595
1559,Baikonur,Apasiacae,#79d595
1560,Kyzylorda,Apasiacae,#79d595
1561,Qaraozek,Apasiacae,#79d595
3025,Apollonia Epidamnon,Apollonia,#16A5A5
3106,Apollonia Pontike (East Thrace),Apollonia Pontica,#FACC15
3107,Anchialos (East Thrace),Apollonia Pontica,#FACC15
2264,Portus Veneris (Liguria),Apuania,#DC2626
2165,Cannae (Apulia),Apulians,#6072c7
2166,Natolium (Apulia),Apulians,#6072c7
2167,Barium (Apulia),Apulians,#6072c7
2168,Gnatia (Apulia),Apulians,#6072c7
268,Iacetania,Aquetanians,#be8337
276,Tarbellia,Aquetanians,#be8337
192,Arachosia,Arachosia,#16A5A5
3629,Arados (North Phoenicia),Arados,#A78BFA
3630,Qarn (North Phoenicia),Arados,#A78BFA
655,Arakan,Arakan,#ffeca8
2742,Arambys (Marrakesh),Arambys,#A5B4FC
346,Ardiei,Ardiei,#ac7a75
1618,Salavat,Argippaeans,#CCCCCC
1619,Ufa,Argippaeans,#CCCCCC
1620,Zainsk,Argippaeans,#CCCCCC
1621,Sharan,Argippaeans,#CCCCCC
205,Kleonai (Argolis),Argos,#b0b0b0
206,Argolis (Argolis),Argos,#b0b0b0
2973,Thyrea (Argolis),Argos,#b0b0b0
1599,Qarabaliq,Arismaspians,#ded9ff
1602,Kurtamysh,Arismaspians,#ded9ff
1603,Tyumen,Arismaspians,#ded9ff
1604,Kurgan,Arismaspians,#ded9ff
1605,Borovskoy,Arismaspians,#ded9ff
1606,Polovinnoye,Arismaspians,#ded9ff
1607,Bulaev,Arismaspians,#ded9ff
1608,Tatarsk,Arismaspians,#ded9ff
1609,Kokshetau,Arismaspians,#ded9ff
1610,Ertis,Arismaspians,#ded9ff
1611,Isilkul,Arismaspians,#ded9ff
3195,Arkades (Crete),Arkades,#95FBDA
3567,Marand Mountains,Armenia,#D33115
3568,Balaberd Mountains,Armenia,#D33115
3569,Chahuk Mountains,Armenia,#D33115
3570,Qarqar Volcano,Armenia,#D33115
3571,Bamni Volcano,Armenia,#D33115
3572,Vardenis Mountains,Armenia,#D33115
3573,Arran Mountains,Armenia,#D33115
3574,Dzhrarat Mountains,Armenia,#D33115
3582,Lesser Armenian Mountains (Lesser Armenia),Armenia,#D33115
3590,Turuberan Mountains (Turuberan),Armenia,#D33115
3591,Bagrewand Mountains (Turuberan),Armenia,#D33115
3592,Tateon Mountains,Armenia,#D33115
3593,Paracata Mountains,Armenia,#D33115
3988,Zigana (Pontus),Armenia,#D33115
3989,Magnana (Pontus),Armenia,#D33115
4022,Daskousa (Lesser Armenia),Armenia,#D33115
4023,Sabos (Lesser Armenia),Armenia,#D33115
4024,Zimara (Lesser Armenia),Armenia,#D33115
4025,Pisingara (Lesser Armenia),Armenia,#D33115
4026,Arane (Lesser Armenia),Armenia,#D33115
4027,Kangal (Lesser Armenia),Armenia,#D33115
4028,Zoana (Lesser Armenia),Armenia,#D33115
4029,Goundousa (Lesser Armenia),Armenia,#D33115
4030,Samuha (Lesser Armenia),Armenia,#D33115
4031,Kamisa (Lesser Armenia),Armenia,#D33115
4032,Zara (Lesser Armenia),Armenia,#D33115
4033,Dasteira (Lesser Armenia),Armenia,#D33115
4034,Anniaka (Lesser Armenia),Armenia,#D33115
4035,Olotoedariza (Lesser Armenia),Armenia,#D33115
4036,Kogoniya (Lesser Armenia),Armenia,#D33115
4037,Arauraka (Lesser Armenia),Armenia,#D33115
4038,Sediska (Lesser Armenia),Armenia,#D33115
4039,Chorsabia (Lesser Armenia),Armenia,#D33115
4040,Analibna (Lesser Armenia),Armenia,#D33115
4041,Ani (Lesser Armenia),Armenia,#D33115
4042,Til (Lesser Armenia),Armenia,#D33115
4043,Eriza (Lesser Armenia),Armenia,#D33115
4044,Satal (Lesser Armenia),Armenia,#D33115
4045,Charton (Lesser Armenia),Armenia,#D33115
4046,Sper (Lesser Armenia),Armenia,#D33115
4047,Baiberdon (Lesser Armenia),Armenia,#D33115
4048,Tareina (Lesser Armenia),Armenia,#D33115
4049,Bagariza (Lesser Armenia),Armenia,#D33115
4050,Koubina (Lesser Armenia),Armenia,#D33115
4051,Sinara (Lesser Armenia),Armenia,#D33115
4052,Bizana (Lesser Armenia),Armenia,#D33115
4053,Karana (Lesser Armenia),Armenia,#D33115
4054,Basean (Lesser Armenia),Armenia,#D33115
4055,Barantea (Lesser Armenia),Armenia,#D33115
4056,Arda (Turuberan),Armenia,#D33115
4057,Kitharizon (Turuberan),Armenia,#D33115
4058,Ashtishat (Turuberan),Armenia,#D33115
4059,Datvan (Turuberan),Armenia,#D33115
4060,Khlat (Turuberan),Armenia,#D33115
4061,Archesh (Turuberan),Armenia,#D33115
4062,Cumb (Turuberan),Armenia,#D33115
4063,Dut'akh (Turuberan),Armenia,#D33115
4064,Vagarshakert (Turuberan),Armenia,#D33115
4065,Kolchion (Turuberan),Armenia,#D33115
4066,Tateon (Turuberan),Armenia,#D33115
4067,Bagrewand (Turuberan),Armenia,#D33115
4068,Arest Mountains (Vaspurakan),Armenia,#D33115
4070,Balesh (Vaspurakan),Armenia,#D33115
4071,Aparank (Vaspurakan),Armenia,#D33115
4072,Zoaranda (Vaspurakan),Armenia,#D33115
4073,Artamet (Vaspurakan),Armenia,#D33115
4074,Andzevatsik (Vaspurakan),Armenia,#D33115
4075,Alouaka (Vaspurakan),Armenia,#D33115
4076,Mardastan (Vaspurakan),Armenia,#D33115
4077,Tosp (Vaspurakan),Armenia,#D33115
4078,Eruandunik (Vaspurakan),Armenia,#D33115
4079,Bogunik (Vaspurakan),Armenia,#D33115
4080,Arest (Vaspurakan),Armenia,#D33115
4081,Kotorox (Vaspurakan),Armenia,#D33115
4082,Aladagh Qal'eh (Vaspurakan),Armenia,#D33115
4083,Her (Vaspurakan),Armenia,#D33115
4084,Zarawand (Vaspurakan),Armenia,#D33115
4085,Marand (Vaspurakan),Armenia,#D33115
4086,Malejin (Vaspurakan),Armenia,#D33115
4087,Jula (Vaspurakan),Armenia,#D33115
4088,Shamiram (Vaspurakan),Armenia,#D33115
4089,Rusakhinili (Vaspurakan),Armenia,#D33115
4090,Maku (Vaspurakan),Armenia,#D33115
4091,Qiz Chakhlu (Vaspurakan),Armenia,#D33115
4092,Amatunik (Vaspurakan),Armenia,#D33115
4093,Shawarshan (Vaspurakan),Armenia,#D33115
4094,Barun Qal'eh (Vaspurakan),Armenia,#D33115
4095,Tambat (Vaspurakan),Armenia,#D33115
4096,Ardeank' (Vaspurakan),Armenia,#D33115
4097,Catispi (Vaspurakan),Armenia,#D33115
4098,Avarayr (Vaspurakan),Armenia,#D33115
4099,Nuarsak (Vaspurakan),Armenia,#D33115
4100,Sangibut (Vaspurakan),Armenia,#D33115
4101,Arshakavan (Ayrarat),Armenia,#D33115
4102,Chakatk' (Ayrarat),Armenia,#D33115
4103,Artashat (Ayrarat),Armenia,#D33115
4104,Dowin (Ayrarat),Armenia,#D33115
4105,Paracata (Ayrarat),Armenia,#D33115
4106,Yervandashat (Ayrarat),Armenia,#D33115
4107,Armavir (Ayrarat),Armenia,#D33115
4108,Vagharshapat (Ayrarat),Armenia,#D33115
4109,Ani (Ayrarat),Armenia,#D33115
4110,Ashnak (Ayrarat),Armenia,#D33115
4111,Dzhrapi (Ayrarat),Armenia,#D33115
4112,Shirakavan (Ayrarat),Armenia,#D33115
4113,Katnakhpyur (Ayrarat),Armenia,#D33115
4114,Garni (Ayrarat),Armenia,#D33115
4115,Erebuni (Ayrarat),Armenia,#D33115
4116,Motene (Ayrarat),Armenia,#D33115
4117,Atarbegian (Ayrarat),Armenia,#D33115
4118,Dzhrarat (Ayrarat),Armenia,#D33115
4119,Berdatekh (Ayrarat),Armenia,#D33115
4120,Gezlu (Ayrarat),Armenia,#D33115
4121,Akunk (Ayrarat),Armenia,#D33115
4122,Kamo (Ayrarat),Armenia,#D33115
4123,Karchakhpyur (Ayrarat),Armenia,#D33115
4124,Maravan (Syunik),Armenia,#D33115
4125,Vayotz Dzor (Syunik),Armenia,#D33115
4126,Arshat-Ark-ashat (Syunik),Armenia,#D33115
4127,Shalat (Syunik),Armenia,#D33115
4128,Chahuk (Syunik),Armenia,#D33115
4129,Nakhchawan (Syunik),Armenia,#D33115
4130,Parakan (Syunik),Armenia,#D33115
4131,Golt'n (Syunik),Armenia,#D33115
4132,Arevik (Syunik),Armenia,#D33115
4133,Balaberd (Syunik),Armenia,#D33115
4134,Sigan (Artsakh),Armenia,#D33115
4135,Kapan (Artsakh),Armenia,#D33115
4136,Nakorzan (Artsakh),Armenia,#D33115
4137,Sisakan (Artsakh),Armenia,#D33115
4138,Aghahechk (Artsakh),Armenia,#D33115
4139,Parsakank (Artsakh),Armenia,#D33115
4140,Amaras (Artsakh),Armenia,#D33115
4141,Arank (Artsakh),Armenia,#D33115
4142,Tigranakert (Artsakh),Armenia,#D33115
4143,Koght (Artsakh),Armenia,#D33115
4144,Vaykunik (Artsakh),Armenia,#D33115
4145,Parsk (Pasrkahayak),Armenia,#D33115
4146,Tasuk (Pasrkahayak),Armenia,#D33115
4147,Gazrik (Pasrkahayak),Armenia,#D33115
4148,Salamat (Pasrkahayak),Armenia,#D33115
1614,Yanaul,Armphaeians,#CCCCCC
1615,Mozhga,Armphaeians,#CCCCCC
1616,Igra,Armphaeians,#CCCCCC
1749,Lityn,Aroteres,#a7feb6
1750,Malyn,Aroteres,#a7feb6
1751,Liubar,Aroteres,#a7feb6
1752,Uman,Aroteres,#a7feb6
1753,Fastiv,Aroteres,#a7feb6
935,Aru,Aru,#C4B5FD
328,Arverni,Arverni,#A4DD00
3770,Arykanda (Lycia),Arykandia,#4C1D95
3771,Choma (Lycia),Arykandia,#4C1D95
635,Ashmaka,Asmaka,#D1D5DB
432,Aspisia,Aspisia,#86EFAC
152,Astacus (Bithynia),Astakos,#FFD897
62,Astigi,Astigi,#c7bed6
265,Astures,Astures,#1cc424
640,Atavia,Atavia,#FDE047
852,Athagausia,Athagausia,#68BC00
235,Lemnos (Lemnos),Athens,#0062B1
1119,Imbros (Imbros),Athens,#0062B1
2982,Thorikos (Attica),Athens,#0062B1
2983,Rhamnous (Attica),Athens,#0062B1
2984,Athens (Attica),Athens,#0062B1
2985,Eleusis (Attica),Athens,#0062B1
2986,Oropos (Attica),Athens,#0062B1
952,Athigannadu,Athigannadu,#D5CAC6
159,Atropatene (Atropatene),Atropatene,#a5c6cd
428,Cadusia (Atropatene),Atropatene,#a5c6cd
846,Pasrkahayak (Pasrkahayak),Atropatene,#a5c6cd
627,Attasia,Attasia,#4C1D95
557,Autenia,Autenia,#194D33
2731,Amrane (Rutubis),Autolalia,#c16c17
2732,Zaakna (Rutubis),Autolalia,#c16c17
2735,Mizab (Rutubis),Autolalia,#c16c17
2738,Frej (Rutubis),Autolalia,#c16c17
2739,Bouzerrara (Rutubis),Autolalia,#c16c17
2740,Haouzia (Rutubis),Autolalia,#c16c17
2741,Aguz (Marrakesh),Autolalia,#c16c17
2743,Tamanar (Marrakesh),Autolalia,#c16c17
2744,Guigou (Marrakesh),Autolalia,#c16c17
2745,Mejjat (Marrakesh),Autolalia,#c16c17
2746,Aghmat (Marrakesh),Autolalia,#c16c17
2747,Laattaouia (Marrakesh),Autolalia,#c16c17
2748,Moktar (Marrakesh),Autolalia,#c16c17
2749,Iyiche (Marrakesh),Autolalia,#c16c17
2750,Yousouffia (Marrakesh),Autolalia,#c16c17
2751,Marrakech (Marrakesh),Autolalia,#c16c17
2752,Guerir (Marrakesh),Autolalia,#c16c17
853,Avalitia,Avalitia,#194D33
505,Avionia,Avionia,#9F0500
1230,Anshū,Awa,#064E3B
1167,Awaji,Awaji,#F9A8D4
849,Aksum,Axum,#7e382c
636,Ay,Ay,#0F766E
398,Azali,Azali,#DBDF00
369,Azalo,Azalo,#ff3833
775,Azania (Arcadia),Azania,#0C797D
439,Margia,Bactria,#16A5A5
441,Bactria,Bactria,#16A5A5
1287,Seoul,Baekje,#DC2626
911,Baima,Baima,#CCCCCC
601,Mudanjiang,Baishan,#EAB308
1295,Gajo,Ballo,#0F766E
3676,Manbugh (Cyrrhestica),Bambyce,#C2410C
3677,Karkemish (Cyrrhestica),Bambyce,#C2410C
3679,Zuqarra (Cyrrhestica),Bambyce,#C2410C
3681,Rhabaine (Cyrrhestica),Bambyce,#C2410C
648,Ban Chiang,Ban Chiang,#FDE047
254,Barduli,Barduli,#feceff
933,Barus,Barus,#FACC15
503,Bastarnia,Bastarnia,#C45100
272,Bastetania,Bastetani,#ffb366
657,Beikthano,Beikthano,#EA580C
4017,Ophis (Pontus),Bekhyria,#B0BC00
4018,Rhizaion (Pontus),Bekhyria,#B0BC00
4019,Athenai Pontikai (Pontus),Bekhyria,#B0BC00
4020,Kissa (Pontus),Bekhyria,#B0BC00
396,Belgites,Belgites,#A4DD00
277,Bellovaci,Bellovaci,#194D33
1048,Benahoaritas (Canary Islands),Benahoaritas,#CCCCCC
291,Bhoja,Bhoja,#3B82F6
1527,Lanling,Bi,#4338CA
319,Bie,Bie,#9CA3AF
386,Biephes,Biephes,#FCC400
1049,Bimbaches (Canary Islands),Bimbaches,#CCCCCC
3539,Sophon Pass,Bithynia,#D1D5DB
3884,Libyssa (Bithynia),Bithynia,#D1D5DB
3885,Rhebas (Bithynia),Bithynia,#D1D5DB
3886,Artanes (Bithynia),Bithynia,#D1D5DB
3887,Kalpe (Mariandynia),Bithynia,#D1D5DB
3888,Tarsos Bithynias (Mariandynia),Bithynia,#D1D5DB
327,Biturges,Biturges,#308b3e
469,Blemmia (Blemmia),Blemmyes,#FE9200
3398,Karim (Blemmia),Blemmyes,#FE9200
3400,Shabbabah (Blemmia),Blemmyes,#FE9200
603,Harbin,Boduo,#EF4444
3003,Orchomenos (Boeotia),Boeotian States,#F44E3B
3004,Thespiae (Boeotia),Boeotian States,#F44E3B
3005,Anthedon (Boeotia),Boeotian States,#F44E3B
2211,Bononia (Aemilia),Boi,#0fdd43
2212,Mutina (Aemilia),Boi,#0fdd43
2213,Regium Lepidum (Aemilia),Boi,#0fdd43
2214,Brixellum (Aemilia),Boi,#0fdd43
2215,Parma (Aemilia),Boi,#0fdd43
2216,Vicumvia (Aemilia),Boi,#0fdd43
2219,Forum Novum (Aemilia),Boi,#0fdd43
2222,Beccazzola (Aemilia),Boi,#0fdd43
2223,Cavaedium (Aemilia),Boi,#0fdd43
399,Boiihami,Boiihami,#68BC00
1658,Kanash,Borusci,#D8EAFE
1659,Sanchursk,Borusci,#D8EAFE
1660,Kazan,Borusci,#D8EAFE
1661,Morki,Borusci,#D8EAFE
1737,Smila,Borysthenes,#F44E3B
1738,Kaniv,Borysthenes,#F44E3B
1739,Irpin,Borysthenes,#F44E3B
1740,Desna,Borysthenes,#F44E3B
1741,Brovary,Borysthenes,#F44E3B
1743,Drabiv,Borysthenes,#F44E3B
3134,Charax (Taurica),Bosporan Kingdom,#D33115
3135,Lampas (Taurica),Bosporan Kingdom,#D33115
3136,Aloustou Phrourion (Taurica),Bosporan Kingdom,#D33115
3137,Neapolis Taurike (Taurica),Bosporan Kingdom,#D33115
3138,Athenaion (Taurica),Bosporan Kingdom,#D33115
3139,Theodosia (Taurica),Bosporan Kingdom,#D33115
3142,Kimmerikon (Taurica),Bosporan Kingdom,#D33115
3143,Pantikapaion (Taurica),Bosporan Kingdom,#D33115
3144,Phanagoria (Maeotia),Bosporan Kingdom,#D33115
3145,Hermonassa (Maeotia),Bosporan Kingdom,#D33115
3146,Gorgippia (Maeotia),Bosporan Kingdom,#D33115
3147,Bata (Maeotia),Bosporan Kingdom,#D33115
3148,Labrys (Maeotia),Bosporan Kingdom,#D33115
3149,Lebedia (Maeotia),Bosporan Kingdom,#D33115
3150,Azara (Maeotia),Bosporan Kingdom,#D33115
3151,Pataroue (Maeotia),Bosporan Kingdom,#D33115
2354,Brigantium,Breganti,#3DA356
2355,Vernania,Breganti,#3DA356
2356,Arbor Felix,Breganti,#3DA356
2357,Vemania,Breganti,#3DA356
359,Breuci,Breuci,#c06043
2312,Sublavione (Rhaetica),Breuni,#7F1D1D
2313,Vipitenum (Rhaetica),Breuni,#7F1D1D
40,Brigantia,Brigantia,#9ff9fd
476,Bructeria,Bructeria,#E27300
243,Brundisium (Apulia),Brundisium,#16A5A5
2159,Mons Appenninus Croton (Bruttium),Brutii,#0062B1
2174,Laus (Bruttium),Brutii,#0062B1
2175,Consentia (Bruttium),Brutii,#0062B1
2176,Tempsa (Bruttium),Brutii,#0062B1
2177,Petelia (Bruttium),Brutii,#0062B1
1716,Valuyki,Budini,#1D4ED8
1717,Kharkiv,Budini,#1D4ED8
1718,Shostka,Budini,#1D4ED8
1719,Berezna,Budini,#1D4ED8
1720,Nizhyn,Budini,#1D4ED8
1721,Konotop,Budini,#1D4ED8
1722,Sumy,Budini,#1D4ED8
1742,Varva,Budini,#1D4ED8
1503,Priozersk,Bugu,#fdf4c6
1504,Balqas,Bugu,#fdf4c6
1296,Ugok-myeon,Bulsa,#6366F1
1233,North Iyo,Buma,#16A34A
388,Bures,Bures,#FCDC00
496,Burgundia,Burgundia,#C45100
3625,Byblos (North Phoenicia),Byblos,#4C1D95
3094,Byzantion (East Thrace),Byzantion,#7B64FF
3096,Selymbria (East Thrace),Byzantion,#7B64FF
3097,Philia (East Thrace),Byzantion,#7B64FF
339,Cadurici,Cadurici,#d8ff62
1093,Caerosia,Caerosia,#16A34A
2417,Kephaloidion (Sicily),Calactea,#F58D8D
2418,Kale Akte (Sicily),Calactea,#F58D8D
858,Calchedon (Bithynia),Calchedon,#009CE0
549,Caledonia,Caledonia,#68CCCA
3112,Tirizis,Callatis,#F87171
3113,Kallatis,Callatis,#F87171
344,Curia,Caluconi,#064E3B
2339,Clunia Raetia,Caluconi,#064E3B
2304,Camuni (Rhaetica),Camuni,#FCA5A5
2777,Ifri (Drâa-Tafilalet),Canaria,#eed5b9
2778,Tinghir (Drâa-Tafilalet),Canaria,#eed5b9
2779,Goulmima (Drâa-Tafilalet),Canaria,#eed5b9
2780,Errachidia (Drâa-Tafilalet),Canaria,#eed5b9
2781,Jorf (Drâa-Tafilalet),Canaria,#eed5b9
2782,Sigilmasa (Drâa-Tafilalet),Canaria,#eed5b9
2783,Tisserdmine (Drâa-Tafilalet),Canaria,#eed5b9
2784,Merzouga (Drâa-Tafilalet),Canaria,#eed5b9
2785,Ouzina (Drâa-Tafilalet),Canaria,#eed5b9
2956,Berenike Pancrysia (Drâa-Tafilalet),Canaria,#eed5b9
1045,Canarios (Canary Islands),Canarios,#CCCCCC
898,Cangwu,Cangwu,#22C55E
266,Cantabria,Cantabri,#66ea69
531,Cantiacia,Cantiacia,#16A5A5
2800,Sefra (Saharan Atlas),Capariensa,#f7bf9b
2801,Boussemghoun (Saharan Atlas),Capariensa,#f7bf9b
2802,Arbaouats (Saharan Atlas),Capariensa,#f7bf9b
2803,Krakda (Saharan Atlas),Capariensa,#f7bf9b
2804,Brezina (Saharan Atlas),Capariensa,#f7bf9b
2805,Bayadh (Saharan Atlas),Capariensa,#f7bf9b
2806,Aflou (Saharan Atlas),Capariensa,#f7bf9b
2807,Laghouat (Saharan Atlas),Capariensa,#f7bf9b
2808,Messaad (Saharan Atlas),Capariensa,#f7bf9b
2809,Dechret Kamra (Saharan Atlas),Capariensa,#f7bf9b
117,Kybistra (Cappadocia),Cappadocia,#CBCCE0
128,Ardistama (Cappadocia),Cappadocia,#CBCCE0
157,Cilician Gates (Cilicia),Cappadocia,#CBCCE0
158,Cappadocian Taurus Mountains (Cappadocia),Cappadocia,#CBCCE0
194,Padyandos (Cappadocia),Cappadocia,#CBCCE0
196,Tyana (Cappadocia),Cappadocia,#CBCCE0
236,Salamboreia (Cappadocia),Cappadocia,#CBCCE0
418,Komana Hierapolis (Cappadocia),Cappadocia,#CBCCE0
419,Koropassos (Cappadocia),Cappadocia,#CBCCE0
420,Garsaura (Cappadocia),Cappadocia,#CBCCE0
421,Nora (Cappadocia),Cappadocia,#CBCCE0
422,Sasima (Cappadocia),Cappadocia,#CBCCE0
423,Zeila (Cappadocia),Cappadocia,#CBCCE0
424,Ouenasa (Cappadocia),Cappadocia,#CBCCE0
425,Argaios Mons,Cappadocia,#CBCCE0
426,Zoropassos (Cappadocia),Cappadocia,#CBCCE0
427,Nyssa (Cappadocia),Cappadocia,#CBCCE0
429,Parnassos (Cappadocia),Cappadocia,#CBCCE0
443,Androna (Cappadocia),Cappadocia,#CBCCE0
445,Saraouene (Cappadocia),Cappadocia,#CBCCE0
446,Sakoina (Cappadocia),Cappadocia,#CBCCE0
458,Soanda (Cappadocia),Cappadocia,#CBCCE0
799,Saralos (Cappadocia),Cappadocia,#CBCCE0
800,Euaissa (Cappadocia),Cappadocia,#CBCCE0
803,Pteria Kappadokias (Cappadocia),Cappadocia,#CBCCE0
804,Sibora (Cappadocia),Cappadocia,#CBCCE0
862,Argyrion (Cappadocia),Cappadocia,#CBCCE0
1161,Malandara (Cappadocia),Cappadocia,#CBCCE0
3468,Eulepa (Cappadocia),Cappadocia,#CBCCE0
3478,Anisa (Cappadocia),Cappadocia,#CBCCE0
3481,Kamoulianai (Cappadocia),Cappadocia,#CBCCE0
3492,Mazaka (Cappadocia),Cappadocia,#CBCCE0
3494,Soandos (Cappadocia),Cappadocia,#CBCCE0
3507,Kyzistra (Cappadocia),Cappadocia,#CBCCE0
3525,Ariaramneia (Cappadocia),Cappadocia,#CBCCE0
3526,Kiskisos (Cappadocia),Cappadocia,#CBCCE0
3530,Arathia (Cappadocia),Cappadocia,#CBCCE0
3532,Euagina (Cappadocia),Cappadocia,#CBCCE0
3535,Herapha (Cappadocia),Cappadocia,#CBCCE0
3536,Baka (Cappadocia),Cappadocia,#CBCCE0
3537,Kabassos (Cappadocia),Cappadocia,#CBCCE0
3538,Kodouzalaba (Cappadocia),Cappadocia,#CBCCE0
3540,Dasmenda (Cappadocia),Cappadocia,#CBCCE0
3541,Karnalis (Cappadocia),Cappadocia,#CBCCE0
3542,Tonosa (Cappadocia),Cappadocia,#CBCCE0
3543,Gauraina (Cappadocia),Cappadocia,#CBCCE0
3544,Maroga (Cappadocia),Cappadocia,#CBCCE0
3545,Arabissos (Cappadocia),Cappadocia,#CBCCE0
3546,Phouphagena (Cappadocia),Cappadocia,#CBCCE0
3549,Pisonos (Cappadocia),Cappadocia,#CBCCE0
3550,Kiakis (Cappadocia),Cappadocia,#CBCCE0
3551,Melitene (Cappadocia),Cappadocia,#CBCCE0
3552,Zizoatra (Cappadocia),Cappadocia,#CBCCE0
3555,Arka (Cappadocia),Cappadocia,#CBCCE0
3556,Ablastha (Cappadocia),Cappadocia,#CBCCE0
3557,Osdara (Cappadocia),Cappadocia,#CBCCE0
3558,Ouarsapa (Cappadocia),Cappadocia,#CBCCE0
3559,Dalanda (Cappadocia),Cappadocia,#CBCCE0
3560,Miasena (Cappadocia),Cappadocia,#CBCCE0
3561,Korne (Cappadocia),Cappadocia,#CBCCE0
114,Juvanum (Samnium),Caraceni,#064E3B
2449,Kares (Sardinia),Carenses,#FDBA74
1839,Luga,Careoti,#999999
1840,Shimsk,Careoti,#999999
1842,Pskov,Careoti,#999999
1843,Dno,Careoti,#999999
1844,Staraya,Careoti,#999999
1845,Kirishi,Careoti,#999999
1846,Vishera,Careoti,#999999
